SMILES,pchembl_value
N#Cc1c(-c2ccccc2)[nH]c2c(I)cccc12,8
COc1cncc(C(=O)Nc2c[nH]nc2C(=O)Nc2ccc(CN(C)C)cc2)c1,8
O=C(Nc1c[nH]nc1C(=O)Nc1ccc(N2CCC(F)(F)C2)nc1)c1cncc(OC2CCNCC2)c1,8
O=C(Nc1c[nH]nc1C(=O)Nc1ccc(N2CCCCC2)nc1)c1cncc(OC2CCNCC2)c1,8
CN1CCN(c2nccc3[nH]c(-c4n[nH]cc4/C=C/c4cncc(F)c4)nc23)CC1,8
CC(C)C(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccccc6F)cncc5[nH]4)c3c2)c1,8
CC(C)C(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccnc6)cncc5[nH]4)c3c2)c1,8
CCNCc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccccn6)nccc5[nH]4)c3c2)c1,8
FC1(F)CCN(Cc2cncc(-c3cnc4[nH]nc(-c5nc6c(-c7ccoc7)nccc6[nH]5)c4c3)c2)C1,8
O=C(CC1CCNCC1)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccsc6)nccc5[nH]4)c3n2)c1,8
CN(C)Cc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6ccsc6)cncc5[nH]4)c3c2)c1,8
CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cc(F)cc(NCCN(C)C)c6)cncc5[nH]4)c3c2)c1,8
Fc1ccc(-c2nccc3[nH]c(-c4n[nH]c5cnc(-c6cncc(CN7CCC(F)(F)C7)c6)cc45)cc23)cc1,8
c1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6cccnc6)ccnc5[nH]4)c3n2)c1,8
FC1(F)CCN(Cc2cncc(-c3ccc4[nH]nc(-c5cc6c(-c7cccnc7)ccnc6[nH]5)c4c3)c2)C1,8
O=C(CC1CCNCC1)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6ccccn6)cccc5[nH]4)c3n2)c1,8
c1cnc2[nH]c(-c3n[nH]c4ccc(-c5cncc(OCCN6CCCC6)c5)cc34)cc2c1,8
CN1CCN(c2ccnc3[nH]c(-c4n[nH]c5ccc(-c6cncc(NC(=O)CC(C)(C)C)c6)nc45)cc23)CC1,8
CN1CCN(c2cc(C(=O)Nc3cc4cc(-c5cnn(C6CC6)c5)ccc4cn3)ccn2)CC1,8
O=C1CCc2cccc(c2)-c2cncc3[nH]c(nc23)-c2n[nH]c3ccc(cc23)-c2cncc(c2)N1,8
CN1CCC(Nc2ccnc3ccc(-c4c[nH]c5ncccc45)cc23)CC1,8
Cc1cc(-c2c[nH]c3ncccc23)cc2cccnc12,8
FC(F)(F)Oc1cc(-c2c[nH]c3ncccc23)cc2cccnc12,8
COc1cc(-c2c[nH]c3ncccc23)cc2cccnc12,8
Cc1cc(-c2c[nH]c3ncccc23)cc2c(-c3cccnc3)ccnc12,8
CNC(=O)c1cnc2[nH]cc(-c3cc(OC)c4ncccc4c3)c2c1,8
CNC(=O)c1cnc2[nH]cc(-c3cc(C)c4nccc(-c5cccnc5)c4c3)c2c1,8
COc1cc(-c2c[nH]c3ncc(C(N)=O)cc23)cc2c(-c3cccnc3)ccnc12,8
N[C@H]1CC[C@H](Nc2c([N+](=O)[O-])cnc3ccc(-c4c[nH]c5ncc(C(=O)NCc6cccnc6)cc45)cc23)CC1,8
CN1CCC(Nc2c(C#N)cnc3ccc(-c4c[nH]c5ncccc45)cc23)CC1,8
CN1CCC(N(C)c2c([N+](=O)[O-])cnc3ccc(-c4c[nH]c5ncccc45)cc23)CC1,8
COc1ccc(CNC(=O)c2cnc3ccc(-c4ccc5ncccc5c4)cn23)cc1,8
COc1nc(C)nc2[nH]cc(-c3ccnc(N)c3)c12,8
Nc1cc(-c2ccc3occc3n2)cc(N)n1,8
Nc1cc(-c2ccc3ncoc3c2)cc(N)n1,8
Nc1cc(-c2ccc3ncccc3c2)cc(N)n1,8
NC(=O)c1cc2c(-c3ccc(C(=O)NCc4ccccc4O)s3)cccc2s1,8
O=C1NC(NC23CC4CC(CC(C4)C2)C3)=N/C1=C\c1ccc2[nH]ncc2c1,8
O=C1NC(NC2CCCC(F)(F)C2)=N/C1=C\c1ccc2ncsc2c1,8
Brc1cc(Br)cc(CNc2nccc(-c3ccc4c(c3)OCO4)n2)c1,7.96
Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,7.96
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](C(N)=O)CC1,7.96
COc1cncc(C#Cc2c[nH]nc2C(=O)Nc2ccc(N3CCNCC3)nc2)c1,7.96
Cc1n[nH]c2ccc(-c3cncc(O[C@H]4CCNC[C@@H]4F)n3)cc12,7.96
Cc1n[nH]c2ccc(-c3cncc(NCC4(F)CNC4)n3)cc12,7.96
CCC(=O)Nc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6ccc(F)cc6)cncc5[nH]4)c3c2)c1,7.96
O=C(Nc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6cccnc6)cncc5[nH]4)c3c2)c1)C1CCC1,7.96
CC(C)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cc(F)cc(NCCN(C)C)c6)nccc5[nH]4)c3c2)c1,7.96
CN(C)Cc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6cc(F)cc(N7CCOCC7)c6)cncc5[nH]4)c3c2)c1,7.96
Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6ccncc6)nccc5[nH]4)c3c2)c1,7.96
O=C(Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6ccncc6)nccc5[nH]4)c3c2)c1)C1CCCC1,7.96
Cc1ccncc1-c1cc2c(-c3cc4cnccc4[nH]3)n[nH]c2cn1,7.96
O=C(Nc1cncc(-c2cnc3[nH]nc(-c4cc5cccnc5[nH]4)c3c2)c1)C1CCCCC1,7.96
CCNCc1cncc(-c2ccc3[nH]nc(-c4cc5ccccc5[nH]4)c3c2)c1,7.96
FC1(F)CCN(Cc2cncc(-c3ccc4[nH]nc(-c5cc6cccnc6[nH]5)c4n3)c2)C1,7.96
CN1CCN(c2nccc3[nH]c(-c4n[nH]c5ncc(-c6cncc(CN7CCCCC7)c6)cc45)cc23)CC1,7.96
FC1(F)CCN(Cc2cncc(-c3cnc4[nH]nc(-c5cc6c(-c7ccoc7)cccc6[nH]5)c4c3)c2)C1,7.96
CC(C)N1CCC(Oc2cc(C(=O)Nc3cc4cc(-c5cnn6c5CCNC6)ccc4cn3)ccn2)CC1,7.96
Cc1nc(OCc2cc(C)on2)c2c(-c3ccnc(N)c3)c[nH]c2n1,7.96
Cc1nc(OCc2cscn2)c2c(-c3ccnc(N)c3)c[nH]c2n1,7.96
Nc1cc(C2=CC3OCCOC3C=C2)cc(N)n1,7.96
CCCCn1c(CC)nc2ccc(-c3cc(N)nc(N)c3)nc21,7.96
O=c1c2c(ccc3nc(-c4cccnc4)sc32)ncn1C1CC1,7.96
CO[C@H]1CCC[C@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1,7.96
O=C1NC(N[C@H]2CCCOC2)=N/C1=C\c1ccc2ncsc2c1,7.96
O=C1NC(NC2COCCOC2)=N/C1=C\c1ccc2ncsc2c1,7.96
COC[C@@H](CC(C)C)NC1=N/C(=C/c2ccc3ncoc3c2)C(=O)N1C,7.96
CC1(C)CN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)C1,7.94
COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3c(c2)CCO3)C(=O)N1,7.94
CCN1/C(=C/C(C)=O)Sc2ccc(OC)cc21,7.92
COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,7.92
Fc1ccc(Cn2cc(-c3ccncc3)c3ccncc32)cc1,7.92
CCOC(=O)c1cnc2ccc(-c3cc(C)c(O)c(C)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,7.92
COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,7.92
O=C(Nc1c[nH]nc1C(=O)Nc1cccnc1)c1cccnc1,7.92
COc1cncc(C(=O)Nc2c[nH]nc2C(=O)Nc2ccc(OCCN3CCCC3)nc2)c1,7.92
O=C(Nc1c[nH]nc1C(=O)Nc1cncc(-c2cccc(F)c2)c1)c1cncc(OC2CCNCC2)c1,7.92
Fc1cccc(-c2cncc3[nH]c(-c4n[nH]c5ncc(-c6cccnc6)cc45)nc23)c1,7.92
Oc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccc(F)c6)ccnc5[nH]4)c3c2)c1,7.92
CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccnc6)cncc5[nH]4)c3c2)c1,7.92
CC(C)(C)C(=O)Nc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6ccoc6)cncc5[nH]4)c3c2)c1,7.92
c1cc(-c2cncc3[nH]c(-c4n[nH]c5ccc(-c6cncc(CNCC7CCCC7)c6)cc45)nc23)cs1,7.92
Cc1ccc(-c2cncc3[nH]c(-c4n[nH]c5cnc(-c6cncc(NC(=O)C7CCC7)c6)cc45)nc23)s1,7.92
CCNCc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cc(F)cc(NCCN(C)C)c6)nccc5[nH]4)c3n2)c1,7.92
CN(C)Cc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6ccccc6F)cncc5[nH]4)c3c2)c1,7.92
O=C(Nc1cncc(-c2ccc3[nH]nc(-c4cc5ccncc5[nH]4)c3n2)c1)C1CCCC1,7.92
CN(C)c1cncc(-c2cc3c(-c4cc5cnccc5[nH]4)n[nH]c3cn2)c1,7.92
FC1(F)CCN(Cc2cncc(-c3cc4c(-c5cc6cccnc6[nH]5)n[nH]c4cn3)c2)C1,7.92
CN1CCN(c2cncc3[nH]c(-c4n[nH]c5ccc(-c6cncc(NC(=O)CC(C)(C)C)c6)cc45)cc23)CC1,7.92
CN1CCN(c2cc(C(=O)Nc3cc4cc(-c5ccc(N)nc5)ccc4cn3)ccn2)CC1,7.92
CN(C)c1ncc(F)c(-c2cnn3ncccc23)n1,7.92
Cc1nc(OCc2cncs2)c2c(-c3ccnc(N)c3)c[nH]c2n1,7.92
Cc1nc(OCc2ccccc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,7.92
CN1Cc2nn(C)c(C#N)c2-c2cnc3[nH]cc(c3n2)-c2cn(nc2C(F)(F)F)CCCC1=O,7.92
O=C1NC(Nc2ccc(O)c(F)c2)=N/C1=C\c1ccc2c(c1)OCO2,7.92
CN1CCN(c2ccc(NC3=N/C(=C\c4ccc5c(c4)OCO5)C(=O)N3)cc2)CC1,7.92
O=c1c2c(ccc3nc(-c4cccnc4)sc32)ncn1Cc1ccccc1,7.92
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,7.92
CO[C@H]1CCC[C@@H]1NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,7.92
CO[C@H]1CCCC[C@@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1,7.92
O=C1NC(NCC23CC4CC(CC(C4)C2)C3)=N/C1=C\c1ccc2ncsc2c1,7.92
O=C1NC(NC[C@H](O)c2ccccc2)=N/C1=C\c1ccc2ncsc2c1,7.92
NC[C@H](NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)c1ccccc1,7.92
c1ccc(-c2ccc3[nH]ncc3c2)cc1,7.91
Clc1cc(-c2c[nH]c3ncccc23)nc(NC2CCOCC2)n1,7.9
COc1ccc(CNc2cc(-c3c[nH]c4ncccc34)cc(F)n2)cc1,7.9
O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccc(F)cc1,7.9
Cc1nc(CN(C)c2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)cs1,7.89
CN1CCN(CCNc2ncc3cc(C(=O)Nc4cc(C(=O)NC(CCN)c5ccccc5)ccc4Cl)c(=O)[nH]c3n2)CC1,7.89
COC(=O)C(C)(C)CCn1c2cc(OC)ccc2c2ccnc(C)c21,7.89
c1ccc(-n2cc(-c3ccncc3)c3ccncc32)cc1,7.89
CCCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccncc6)cncc5[nH]4)c3n2)c1,7.89
CCC(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6cccc(F)c6)cncc5[nH]4)c3c2)c1,7.89
CCC(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6cccnc6)cccc5[nH]4)c3c2)c1,7.89
FC1(F)CCN(Cc2cncc(-c3cnc4[nH]nc(-c5cc6c(-c7ccncc7)cncc6[nH]5)c4c3)c2)C1,7.89
Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6ccccn6)ccnc5[nH]4)c3c2)c1,7.89
CC(C)CC(=O)Nc1cncc(-c2cc3c(-c4cc5cccnc5[nH]4)n[nH]c3cn2)c1,7.89
CN(C)Cc1cncc(-c2ccc3[nH]nc(-c4cc5cnccc5[nH]4)c3n2)c1,7.89
CCCCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6ccoc6)cncc5[nH]4)c3c2)c1,7.89
Cn1cnc2ccc(-c3cc(N)nc(N)c3)nc21,7.89
Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C1CCCC1,7.89
CN1Cc2nn(C)cc2-c2cnc3[nH]cc(c3c2)-c2cnn(c2)CCCC1=O,7.89
O=C1NC(Nc2ccc(O)cc2)=N/C1=C\c1ccc2c(c1)OCO2,7.89
Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.89
O=C1NC(NC2CCCCCC2)=N/C1=C\c1ccc2ncoc2c1,7.89
O=C1NC(N[C@@H]2CCC[C@@H](O)C2)=N/C1=C\c1ccc2ncsc2c1,7.89
O=C1NC(N[C@H]2CCC[C@H](O)CC2)=N/C1=C\c1ccc2ncsc2c1,7.89
O=C1NC(NCC(O)C2CCCCC2)=N/C1=C\c1ccc2ncsc2c1,7.89
COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)cc4)c3c2s1,7.88
CCN1/C(=C/C(C)=O)Sc2ccc(O)cc21,7.88
COC(=N)c1nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2s1,7.87
COc1ccc2c3ccnc(C)c3n(CCC(C)C(N)=O)c2c1,7.86
Oc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,7.85
COc1cncc(C(=O)Nc2c[nH]nc2C(=O)Nc2ccc(N3CCC(F)(F)C3)nc2)c1,7.85
O=C(Nc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6cccc(F)c6)cncc5[nH]4)c3c2)c1)N1CCOCC1,7.85
O=C(Nc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6cccnc6)cncc5[nH]4)c3c2)c1)C1CC1,7.85
CC(C)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccnc6)nccc5[nH]4)c3n2)c1,7.85
CC(C)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccnc6)ccnc5[nH]4)c3n2)c1,7.85
CCCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(N6CCCCC6)cncc5[nH]4)c3c2)c1,7.85
CCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccsc6)cncc5[nH]4)c3c2)c1,7.85
CCNCc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6ccccc6F)cncc5[nH]4)c3c2)c1,7.85
CN(C)c1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6ccncc6)cncc5[nH]4)c3c2)c1,7.85
CCCC(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6cc(F)cc(CNS(C)(=O)=O)c6)cncc5[nH]4)c3c2)c1,7.85
CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6cc(F)cc(CNS(C)(=O)=O)c6)nccc5[nH]4)c3n2)c1,7.85
Nc1cc(-c2ccc3occc3c2)cc(N)n1,7.85
Cn1cnc2ccc(-c3cc(N)nc(N)c3)cc21,7.85
COc1cc(/C=C2\N=C(Nc3ccc(N4CCN(C)CC4)cc3)NC2=O)ccc1O,7.85
CO[C@@H]1CCC[C@@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1,7.85
O=C1NC(NC[C@@H](O)c2ccccc2)=N/C1=C\c1ccc2ncsc2c1,7.85
COc1ccc(/C=C2\N=C(Nc3ccc(N4CCN(C)CC4)cc3)NC2=O)cc1O,7.85
O=C(Cc1ccc(F)cc1)Nc1cncc(-c2cc(-c3cccnc3)cs2)c1,7.84
O=C(Cc1ccccc1)Nc1cncc(-c2cc(-c3cccnc3)cs2)c1,7.83
COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,7.82
O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)NC1CC1,7.82
CN(C)C[C@H]1CC[C@H](Nc2c(C(N)=O)cnc3ccc(-c4cc(Cl)c(O)c(Cl)c4)nc23)CC1,7.82
CCOC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CNC(C)=O)CC1,7.82
Fc1ccc(-c2nnc(-c3n[nH]cc3/C=C/c3cccnc3)o2)cc1,7.82
CN(C)Cc1cncc(-c2cc3c(-c4nc5c(-c6cccc(F)c6)cccc5[nH]4)n[nH]c3cn2)c1,7.82
Cn1cc(-c2cc3c(-c4nc5c(-c6cccc(F)c6)cncc5[nH]4)n[nH]c3cn2)cn1,7.82
Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccccc6F)ccnc5[nH]4)c3n2)c1,7.82
CC(C)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccnc6)cncc5[nH]4)c3n2)c1,7.82
FC1(F)CCN(Cc2cncc(-c3ccc4[nH]nc(-c5nc6c(-c7ccsc7)cncc6[nH]5)c4c3)c2)C1,7.82
c1cncc(-c2ccnc3[nH]c(-c4n[nH]c5ncc(-c6cncc(CN7CCCCC7)c6)cc45)cc23)c1,7.82
CC(C)C(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(N6CCN(C)CC6)nccc5[nH]4)c3c2)c1,7.82
CN1CCN(c2cncc3[nH]c(-c4n[nH]c5ccc(-c6cncc(NC(=O)CC7CCNCC7)c6)cc45)cc23)CC1,7.82
CN1CCN(c2nccc3[nH]c(-c4n[nH]c5ccc(-c6cncc(CN7CCCCC7)c6)nc45)cc23)CC1,7.82
Nc1cc(-c2ccc3ncnn3c2)cc(N)n1,7.82
Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C,7.82
O=C1NC(N[C@@H]2CCCC[C@@H]2O)=N/C1=C\c1ccc2ncsc2c1,7.82
CO[C@H]1CCC[C@@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CC1,7.82
CC1(C)CCC(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CO1,7.82
NCCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,7.8
O=c1nc(-c2ccc3[nH]ncc3c2)cc(-c2ccccc2)[nH]1,7.8
CC(=O)NC[C@H]1CC[C@H](Nc2c(CO)cnc3ccc(-c4cc(Cl)c(O)c(Cl)c4)nc23)CC1,7.8
O=C(Nc1ccc(OC(F)F)cc1)c1n[nH]c2ccc(-c3cnc4n3CCNC4)cc12,7.8
Fc1cccc(-c2ccnc3[nH]c(-c4n[nH]c5ncc(-c6cn[nH]c6)cc45)nc23)c1,7.8
Fc1cccc(-c2cncc3[nH]c(-c4n[nH]c5ccc(-c6cn[nH]c6)nc45)nc23)c1,7.8
CCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(N6CCCCC6)cncc5[nH]4)c3n2)c1,7.8
c1csc(-c2cncc3[nH]c(-c4n[nH]c5ncc(-c6cncc(CNCC7CCCC7)c6)cc45)nc23)c1,7.8
CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cc(F)cc(CNS(C)(=O)=O)c6)cncc5[nH]4)c3c2)c1,7.8
CN1CCN(c2nccc3[nH]c(-c4n[nH]c5cnc(-c6cncc(N)c6)cc45)cc23)CC1,7.8
CN1CCN(c2nccc3[nH]c(-c4n[nH]c5ccc(-c6cncc(NC(=O)c7ccccc7)c6)cc45)cc23)CC1,7.8
CC(C)CC(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6cc(F)cc(CNS(C)(=O)=O)c6)cncc5[nH]4)c3c2)c1,7.8
CS(=O)(=O)NCc1cc(F)cc(-c2nccc3[nH]c(-c4n[nH]c5ncc(-c6cncc(NC(=O)C7CCC7)c6)cc45)cc23)c1,7.8
CC(C)N1CCC(c2nc(C(=O)Nc3cc4cc(-c5cnn(C)c5)ccc4cn3)co2)CC1,7.8
CC(F)(F)CN1CCC(C(=O)Nc2cc3cc(-c4cnco4)cnc3cn2)CC1,7.8
Nc1cc(-c2ccc3c(c2)CCO3)cc(N)n1,7.8
Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@H](C)Oc1ccccn1,7.8
C[C@@H]1CCCC[C@H]1NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,7.8
O=C1NC(N[C@@H]2CCC[C@@H](O)CC2)=N/C1=C\c1ccc2ncsc2c1,7.8
CC(C)C[C@@H](CO)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,7.8
COC(=O)C1(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C2CC3CC(C2)CC1C3,7.8
CN1CCN(c2ccc(NC3=N/C(=C\c4ccc5ncsc5c4)C(=O)N3)cc2)CC1,7.8
O=C1NC(NC2CCCCOC2)=N/C1=C\c1ccc2ncsc2c1,7.8
O=C1Nc2cc(CS(=O)(=O)c3c(Cl)cccc3Cl)ccc2S/C1=C\c1ccc(O)c([N+](=O)[O-])c1,7.8
Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1,7.78
CC(C)(C)CNc1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,7.77
O=C(Nc1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1)NC1CC1,7.77
Cc1cc2[nH]nc(C(=O)Nc3ccc(CN4CCCC4)cc3)c2cc1-c1cccnc1,7.77
CC(C)Oc1ccc(NC(=O)c2n[nH]c3ccc(-c4cncc(CN5CCCCC5)c4)cc23)cn1,7.77
O=C(Cc1ccccc1)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccoc6)cncc5[nH]4)c3c2)c1,7.77
CCCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccsc6)ccnc5[nH]4)c3c2)c1,7.77
c1cncc(-c2cc3c(-c4cc5c(-c6cccnc6)cncc5[nH]4)n[nH]c3cn2)c1,7.77
Cc1ccncc1-c1cnc2[nH]nc(-c3cc4c(-c5cccnc5)cncc4[nH]3)c2c1,7.77
CCCCC(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6ccncc6)cncc5[nH]4)c3c2)c1,7.77
CCCCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5cccnc5[nH]4)c3c2)c1,7.77
Nc1cc(-c2ccc3nccn3c2)cc(N)n1,7.77
CNc1cc(-c2ccc3occc3c2)cc(N)n1,7.77
O=C1NC(N[C@@H]2CCC[C@H](O)C2)=N/C1=C\c1ccc2ncsc2c1,7.77
O=C1NC(N[C@@H]2CCC[C@H](O)CC2)=N/C1=C\c1ccc2ncsc2c1,7.77
COC(=O)[C@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,7.77
NC[C@@H](NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)c1ccccc1,7.77
COC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)CCO5)c3c2s1,7.76
Clc1ccc(CNc2nccc(-c3ccc4c(c3)OCCO4)n2)cc1Cl,7.75
COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(Br)c3[nH]c21,7.75
COc1ccc2c(c1)[nH]c1c3c(OC)cncc3cc(C#N)c21,7.75
O=C(Nc1cncc(-c2cc(-c3cn[nH]c3)cs2)c1)C1CC1,7.75
CC(C)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccoc6)nccc5[nH]4)c3n2)c1,7.75
CCCCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cc(F)cc(NCCN(C)C)c6)ccnc5[nH]4)c3n2)c1,7.75
CCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6cccc(F)c6)nccc5[nH]4)c3c2)c1,7.75
CC(C)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6cccnc6)ccnc5[nH]4)c3c2)c1,7.75
Cc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)cc1,7.75
O=C1NC(NC2CCC(F)(F)C2)=N/C1=C\c1ccc2ncsc2c1,7.75
COC(=N)c1nc2ccc3ncnc(Nc4ccc(C(F)(F)F)cc4)c3c2s1,7.74
COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3nc(C)sc3c2)C(=O)N1,7.73
Cc1nccc(-c2c[nH]c3cnccc23)n1,7.72
COC(=O)C(C)CCn1c2cc(OC)ccc2c2ccnc(C)c21,7.72
COc1cncc(C#Cc2c[nH]nc2C(=O)Nc2ccc(OCCN3CCCC3)nc2)c1,7.72
CC(C)Nc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6ccoc6)nccc5[nH]4)c3c2)c1,7.72
CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccs6)cncc5[nH]4)c3c2)c1,7.72
O=C(Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6cccnc6)nccc5[nH]4)c3c2)c1)c1ccccc1,7.72
CC(C)Nc1cncc(-c2cc3c(-c4cc5c(-c6cccnc6)ccnc5[nH]4)n[nH]c3cn2)c1,7.72
Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6ccncc6)ccnc5[nH]4)c3c2)c1,7.72
CC(C)CC(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6cc(F)cc(CNS(C)(=O)=O)c6)nccc5[nH]4)c3c2)c1,7.72
Cc1onc2ccc(-c3cc(N)nc(N)c3)cc12,7.72
Nc1cc(-c2ccc3occc3c2)ccn1,7.72
O=C1NC(Nc2cccc(F)c2)=N/C1=C\c1ccc2c(c1)OCO2,7.72
CO[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)O[C@@H]1CO,7.72
O=C1NC(N[C@@H]2CCCCC[C@H]2O)=N/C1=C\c1ccc2ncsc2c1,7.72
O=C1NCCc2[nH]c(-c3ccncc3)cc21,7.7
CCCC(=O)Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12,7.7
Cc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccc(F)cc3)cc12,7.7
CSc1cnc2c(ccc3cnccc32)c1O,7.7
